ID,numax,delta_nu,e_delta_nu,epsilon,e_epsilon,alpha,e_alpha,D,e_D,delta_Pi,e_delta_Pi,q,e_q,epsilon_g,e_epsilon_g,f_shift,e_f_shift,Omega_g,e_Omega_g,Omega_p,e_Omega_p,Teff,e_Teff,Lum,e_Lum,Fe/H,e_Fe/H,mass,e_mass,radius,e_radius,inclination,e_inclination,linewidth0,e_linewidth0,age,e_age,ruwe
KIC2846659,101.694256,9.350085,0.007261,0.193125,0.008806,0.005803,0.000693,0.220897,0.004931,76.390623,0.01448,0.139547,0.003261,0.172206,0.025976,0.606259,0.022354,5.249321,0.035443,0.025435,0.077194,4853.7,94.7,1.21,0.089,-0.216,0.013,0.99,0.05,5.82,0.1,46.849934,3.412096,0.055404,0.013215,17.155,2.0425,0.96041
KIC2853354,126.321565,10.275696,0.007607,0.266511,0.009629,-0.001536,0.000899,0.210179,0.005509,76.417287,0.016517,0.11524,0.002685,0.018091,0.022148,0.650012,0.021333,5.095095,0.034486,0.302617,0.062925,4691.3,86.1,1.171,0.1235,0.032,0.004,1.57,0.1,6.46,0.15,81.874779,1.98124,0.063746,0.008474,9999,9999,0.965567
KIC2855034,152.45797,13.226678,0.005742,0.228946,0.005387,0.002448,0.000301,0.308219,0.004737,82.083614,0.009277,0.178181,0.001845,0.273841,0.009041,0.697305,0.015671,3.775879,0.033751,0.385859,0.075031,4987.5,77.65,1.101,0.024,-0.611,-0.0085,1.19,0.08,5.06,0.12,63.21551,1.243553,0.057276,0.004286,9999,9999,0.940089
KIC2855642,222.8,17.283252,0.009894,-1.686901,0.007292,0.004528,0.000553,0.386171,0.005749,89.602043,0.040836,0.160811,0.002471,0.518817,0.022755,0.687347,0.022792,9999,9999,9999,9999,4879,87.9,0.95,0.0175,-0.025,-0.016,1.18,0.08,4.19,0.11,9999,9999,9999,9999,9999,9999,1.104522
KIC2855771,162.593268,13.473256,0.017999,0.323997,0.016308,0.002544,0.001593,0.294473,0.005955,83.587847,0.027182,0.154318,0.002419,0.246862,0.02482,0.746133,0.023651,4.181582,0.05434,0.074712,0.091997,4891.1,93.05,1.2,0.164,-0.285,-0.0095,1.21,0.08,4.95,0.11,38.998271,1.873174,0.04694,0.004452,9999,9999,1.187179
KIC2970784,137.509745,11.781939,0.008823,0.193748,0.009405,-0.000448,0.000942,0.256575,0.006105,79.774421,0.017205,0.151943,0.002529,0.285622,0.019364,0.648852,0.021256,7.107942,0.032338,0.04205,0.073183,4917.6,81.8,1.163,0.047,-0.118,-0.0035,1.3,0.08,5.59,0.12,86.968398,2.236669,0.063131,0.012824,9999,9999,0.987044
KIC2971380,79.067221,7.941903,0.017707,0.110794,0.023164,0.011172,0.001818,0.203125,0.004985,71.502778,0.029141,0.147451,0.008279,-0.085798,0.068144,0.613353,0.034264,9999,9999,9999,9999,5060.8,95.05,1.52,0.5195,-0.858,0.0005,1.25,0.08,7.22,0.17,9999,9999,9999,9999,9999,9999,1.092745
KIC2971432,183.489296,13.743338,0.011681,0.280378,0.011642,0.004807,0.000672,0.285043,0.006824,83.523342,0.020216,0.135655,0.002407,0.2347,0.01535,0.623856,0.022591,9999,9999,9999,9999,4837.8,80.7,1.089,0.016,0.114,-0.0015,1.44,0.07,5.15,0.09,9999,9999,9999,9999,4.486,0.8515,0.943826
KIC2971713,124.827374,11.472504,0.018404,0.090596,0.019096,0.013554,0.002193,0.252724,0.006688,78.642279,0.052188,0.145262,0.004942,0.60854,0.068531,0.707749,0.029454,7.346596,0.059482,0.104125,0.126162,4893.2,81.45,1.214,0.2035,-0.119,-0.0025,1.17,0.07,5.53,0.12,80.143439,2.564785,9999,9999,9999,9999,1.027393
KIC2972545,135.762537,10.794473,0.009806,0.166292,0.011392,0.00897,0.000758,0.217354,0.005618,80.373641,0.014909,0.128978,0.002441,0.226634,0.016953,0.563565,0.020989,5.789766,0.060586,0.358648,0.099684,4877.4,83.25,1.33,0.2695,-0.055,0.018,1.49,0.07,6.13,0.12,28.818425,2.591018,0.064683,0.008634,2.985,0.421,0.933478
KIC2974827,148.136189,12.646363,0.009445,0.27783,0.009139,0.003923,0.001026,0.282346,0.005932,82.503327,0.020333,0.147751,0.00211,0.204769,0.020456,0.760131,0.019866,5.682202,0.05763,0.158563,0.087206,4849.4,81.9,1.11,0.047,-0.285,-0.0125,1.22,0.08,5.22,0.12,40.977496,1.879674,0.05496,0.006141,9999,9999,0.99827
KIC2984382,209.78,15.523742,0.007588,0.323667,0.006694,0.002753,0.000473,0.297002,0.00497,84.334193,0.025781,0.152501,0.001529,0.271592,0.016368,0.723754,0.017518,7.737394,0.054472,0.271756,0.066428,4986.3,83.55,1.109,0.0095,-0.216,0.015,1.42,0.07,4.75,0.08,76.01011,1.543763,0.067619,0.004871,4.357,0.1805,0.908117
KIC2984937,219.62,16.663955,0.021993,0.405629,0.018276,0.000341,0.001683,0.347363,0.006973,87.486394,0.046286,0.158307,0.00261,0.239752,0.026894,0.631569,0.026736,9999,9999,9999,9999,4905.2,92.7,1.049,0.018,-0.187,-0.015,1.65,0.09,4.75,0.1,9999,9999,9999,9999,9999,9999,1.336571
KIC2985703,118.691781,10.378515,0.012661,0.177421,0.015243,0.004739,0.001588,0.235164,0.00542,76.591499,0.03146,0.150399,0.00411,0.249571,0.043476,0.566923,0.02509,5.062295,0.11532,0.034357,0.171549,5260,80,1.433053,0.030488,-0.46,0.15,1.43,0.07,6.28,0.11,32.829212,2.735171,0.059091,0.008717,9999,9999,0.895464
KIC2986324,157.119035,12.429087,0.013405,0.280908,0.014364,0.003253,0.001312,0.273567,0.005425,79.567663,0.020976,0.130819,0.002328,0.210556,0.020567,0.679728,0.022375,5.023852,0.041429,0.252131,0.072276,4760.5,87.5,1.115,0.0445,0.017,-0.0085,1.45,0.09,5.55,0.13,78.917773,2.199017,0.059135,0.005996,5.763,1.8235,0.940189
KIC2988295,213.68,16.830324,0.009528,0.33797,0.007273,0.004964,0.000602,0.403351,0.005282,88.898466,0.017468,0.175881,0.001393,0.247085,0.010435,0.720139,0.020365,2.288935,0.10278,0.195154,0.269105,4977.4,85.4,0.948,0.015,-0.131,-0.0195,1.08,0.05,4.11,0.08,9999,9999,9999,9999,13.571,0.03,0.850833
KIC2996738,109.939674,10.252428,0.015887,0.206887,0.016604,0.005136,0.001535,0.250655,0.005049,77.148674,0.033722,0.145837,0.006065,0.177062,0.050448,0.710581,0.028397,9999,9999,9999,9999,5003.4,96.55,1.627,1.1665,-0.767,0.01,1.12,0.08,5.81,0.14,9999,9999,9999,9999,9999,9999,4.309546
KIC2998532,106.796483,9.320942,0.011793,0.205966,0.014312,0.003362,0.00112,0.206617,0.005967,75.058327,0.019651,0.124495,0.003073,0.269487,0.031025,0.607758,0.022393,3.76091,0.036954,0.032442,0.087583,4751.8,86.15,1.242,0.18,0.044,0.012,1.25,0.06,6.36,0.11,69.965615,1.772139,0.054636,0.007216,5.673,0.7815,1.118555
KIC3096636,154.010133,12.725397,0.016744,0.3091,0.016263,-0.000407,0.001405,0.2791,0.005552,81.858496,0.018591,0.15786,0.002046,0.224593,0.017477,0.633986,0.020728,3.118616,0.043864,0.032314,0.092213,4942.7,88.9,1.087,0.0175,-0.276,0.0015,1.31,0.08,5.31,0.13,32.627097,4.046963,0.067682,0.008093,9999,9999,1.120956
KIC3097819,162.099185,12.659809,0.007956,0.285896,0.007855,0.001594,0.00063,0.250903,0.006194,81.567201,0.016001,0.126434,0.001669,0.193128,0.014475,0.713918,0.021641,3.354153,0.043216,0.121764,0.063735,4689.5,85.8,1.06,0.017,0.255,-0.018,1.34,0.08,5.32,0.12,71.319755,1.944711,0.062488,0.006476,4.845,0.51,1.01748
KIC3098179,139.8003,11.989108,0.006395,0.232022,0.006772,0.004775,0.000685,0.274197,0.004548,80.863885,0.011572,0.148656,0.002087,0.246463,0.012328,0.7441,0.017248,4.030614,0.03555,0.143833,0.075246,4881.1,88.85,1.154,0.0295,-0.177,-0.019,1.01,0.05,4.98,0.09,31.604325,1.512256,0.045765,0.004402,14.694,2.2625,0.961122
KIC3100164,92.036189,8.578203,0.013849,0.173422,0.018609,0.005497,0.001389,0.202198,0.00529,74.349502,0.036951,0.120507,0.008343,0.027192,0.071159,0.574375,0.030726,9999,9999,9999,9999,4810.7,90.2,1.29,0.3235,-0.19,-0.004,1.37,0.09,7.01,0.17,9999,9999,9999,9999,9.365,2.0315,1.002757
KIC3111383,234.58,18.279902,0.007443,0.324487,0.005381,0.00809,0.000545,0.39711,0.004,91.380506,0.014806,0.193121,0.002033,0.260466,0.007977,0.628942,0.022653,2.573734,0.066033,0.235015,0.094194,5178.8,98.3,0.956,0.0295,-0.432,0.0155,0.99,0.05,3.76,0.07,9999,9999,9999,9999,9999,9999,3.43896
KIC3111456,199.800084,15.526336,0.013219,0.347663,0.011673,0.002302,0.000767,0.345949,0.005655,86.70039,0.02137,0.160679,0.001501,0.267985,0.014095,0.678309,0.019577,4.219492,0.06276,0.262666,0.089732,4865.3,88.55,1.005,0.0225,-0.034,-0.014,1.3,0.08,4.64,0.1,36.06521,1.976751,0.046543,0.003905,7.127,1.171,1.055875
KIC3111831,123.883933,10.434775,0.015028,0.166905,0.016737,0.006961,0.001374,0.231724,0.005309,78.311252,0.043479,0.13438,0.005763,0.500654,0.055643,0.592137,0.026019,9999,9999,9999,9999,4565.9,85,1.153,0.027,0.361,-0.002,1.27,0.06,5.94,0.11,9999,9999,9999,9999,6.71,1.292,0.972604
KIC3113213,253.42,18.257857,0.021109,0.357708,0.016046,0.004906,0.000714,0.387768,0.006268,90.492693,0.041346,0.162828,0.001441,0.274439,0.021135,0.625973,0.028579,9999,9999,9999,9999,4781.5,85.5,0.903,0.032,0.032,0.019,1.34,0.09,4.19,0.1,9999,9999,9999,9999,9999,9999,0.965867
KIC3113323,243.680362,19.498268,0.016844,0.381695,0.011129,0.005229,0.001225,0.442499,0.006679,92.949515,0.043518,0.217267,0.001316,0.231138,0.021113,0.743187,0.023662,4.382455,0.069478,0.234989,0.096692,5283.3,64.95,0.954,0.016,-1.264,0.0025,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
KIC3113818,223.72,16.20393,0.011711,0.332675,0.010713,0.002692,0.000792,0.308447,0.005883,75.081123,0.028636,0.118028,0.002142,0.295351,0.022116,0.802085,0.018081,9999,9999,9999,9999,4918.3,79.05,1.13,0.022,-0.021,-0.0145,1.45,0.09,4.64,0.1,9999,9999,9999,9999,2.548,0.43,0.920135
KIC3115292,151.56905,12.302033,0.011045,0.278587,0.011104,0.002863,0.000949,0.263453,0.005394,80.507761,0.017676,0.132303,0.002142,0.227356,0.017377,0.700216,0.021559,3.972039,0.036407,0.247578,0.068605,4771.6,88.5,1.141,0.0595,-0.003,0.0035,1.39,0.09,5.53,0.12,85.130597,1.598773,0.065566,0.005751,9999,9999,0.982248
KIC3119555,86.718768,7.68011,0.013482,0.132426,0.020583,0.003116,0.001588,0.172777,0.005165,70.509883,0.043469,0.102919,0.007025,0.196395,0.100051,0.486783,0.026816,9999,9999,9999,9999,4756.6,87.35,1.449,0.4395,0.039,0.0275,1.37,0.07,7.45,0.14,9999,9999,9999,9999,4.305,0.572,2.125393
KIC3121427,159.752777,13.483688,0.011549,0.243442,0.009768,0.007073,0.00079,0.319499,0.006402,82.895837,0.016547,0.178575,0.002204,0.222844,0.014995,0.676998,0.024138,3.887749,0.035694,0.228198,0.080424,5080.6,91.3,1.082,0.0225,-0.484,-0.0175,1.02,0.05,4.64,0.08,86.627843,1.375742,0.046383,0.005398,9999,9999,1.116327
KIC3129312,151.288525,12.662776,0.00928,0.271614,0.008415,0.005059,0.000622,0.267574,0.005857,82.664706,0.019347,0.139823,0.002087,0.216077,0.018632,0.746786,0.021639,3.738939,0.035198,-0.001652,0.077606,4875,86.25,1.077,0.0075,-0.014,0.0215,1.1,0.05,4.98,0.09,72.201561,1.572749,0.075836,0.007278,10.749,2.0515,0.925724
KIC3130335,177.403816,14.269338,0.00975,0.294037,0.009268,0.002684,0.00068,0.330135,0.004967,84.586714,0.017039,0.162778,0.001682,0.254202,0.013579,0.711482,0.017501,4.0919,0.042377,0.223139,0.073754,5335.4,173.25,1.306,0.393,-0.287,-0.016,1.13,0.05,4.62,0.08,58.637587,1.599124,0.070351,0.005835,12.018,1.89,2.617733
KIC3215815,98.579488,9.049253,0.012005,0.124807,0.014361,0.009531,0.001035,0.225762,0.005293,75.128228,0.020451,0.136461,0.004467,0.129762,0.035988,0.615438,0.020842,6.441273,0.037591,0.265824,0.095922,4795.6,87.75,1.274,0.1865,-0.243,-0.0085,1.21,0.07,6.43,0.14,87.740815,2.082436,0.081859,0.013819,9999,9999,0.993091
KIC3216334,118.621784,9.877027,0.019844,0.241986,0.025455,-0.003603,0.001905,0.205822,0.006858,75.462365,0.022668,0.132282,0.004588,0.352939,0.035651,0.572686,0.024662,9.157644,0.061004,0.017852,0.132405,5242,165,1.508877,0.058272,0.12,0.3,1.72,0.11,6.9,0.16,25.231198,3.71365,0.064037,0.016796,9999,9999,nan
KIC3218253,200.8,16.189305,0.01829,0.313792,0.013915,0.003483,0.00137,0.370448,0.0063,87.884928,0.050393,0.176251,0.002554,0.284195,0.032802,0.757021,0.023418,9999,9999,9999,9999,4920.3,82.3,1.067,0.018,-0.066,-0.0265,1.18,0.08,4.37,0.1,9999,9999,9999,9999,9999,9999,1.235608
KIC3218312,80.566877,7.467419,0.016265,0.099679,0.023467,0.007642,0.001816,0.178688,0.005419,71.200072,0.022175,0.128941,0.007528,0.221408,0.050083,0.455968,0.028026,9999,9999,9999,9999,4711.9,87.2,1.32,0.369,0.044,0.017,1.25,0.06,7.36,0.14,9999,9999,9999,9999,6.522,1.2005,0.898817
KIC3219306,125.694294,11.062858,0.007486,0.197673,0.008028,0.005529,0.000678,0.261592,0.004389,78.345104,0.021226,0.1578,0.00236,0.236662,0.028368,0.679585,0.01907,2.025122,0.029978,0.150313,0.064024,5037.8,86.35,1.248,0.148,-0.479,-0.0075,1.27,0.08,5.77,0.13,85.197229,1.687951,0.070182,0.005111,9999,9999,0.968432
KIC3221086,85.969276,7.903961,0.020215,0.110953,0.026672,0.009079,0.001715,0.197843,0.005448,72.945105,0.029287,0.128555,0.005294,0.969733,0.065125,0.49339,0.026638,9999,9999,9999,9999,4777.6,87.8,1.372,0.3675,-0.071,-0.017,1.26,0.06,7.11,0.13,9999,9999,9999,9999,6.706,0.7405,1.335551
KIC3221239,126.762547,10.516293,0.005003,0.195029,0.006049,0.007409,0.000425,0.231339,0.004346,76.665528,0.01136,0.119219,0.001889,0.184341,0.014685,0.643893,0.017133,4.290418,0.02791,0.204184,0.058838,4750.6,79.75,1.221,0.043,0.204,0.017,1.3,0.06,5.96,0.1,60.941744,1.61282,0.065353,0.004429,6.846,1.0325,0.874397
KIC3222740,77.289343,6.925631,0.015278,0.111957,0.024695,0.0085,0.001201,0.163905,0.004724,70.098167,0.035742,0.119243,0.007314,0.797401,0.092073,0.481798,0.027726,4.773069,0.043899,-0.185877,0.121742,4778.4,85.9,1.481,0.402,-0.065,-0.019,1.55,0.08,8.32,0.17,59.83062,9.625111,9999,9999,4.343,0.6815,1.085764
KIC3222834,171.738059,13.960519,0.005017,0.273105,0.004755,0.006064,0.000363,0.314634,0.004291,84.507657,0.009121,0.149432,0.001456,0.25598,0.007427,0.749817,0.016697,5.32163,0.033236,0.120242,0.057815,4896.2,87.7,1.014,0.013,-0.078,-0.0175,1.09,0.05,4.64,0.09,72.493499,1.22945,0.073398,0.004402,8.492,1.232,0.969973
KIC3223038,273.16,18.362361,0.033749,0.435375,0.026087,-0.00041,0.000837,0.368949,0.006679,89.366773,0.046409,0.162462,0.001673,0.216754,0.023302,0.694005,0.021157,3.338678,0.062668,0.329773,0.060825,4923.6,87.7,0.918,0.0115,-0.05,-0.019,1.7,0.2,4.53,0.19,81.086303,2.457008,0.041817,0.008222,9999,9999,0.992835
KIC3227969,135.302843,11.44154,0.017974,0.222428,0.018111,0.00562,0.001867,0.263538,0.007785,78.997038,0.050593,0.147098,0.005049,0.258348,0.057366,0.678453,0.025775,9999,9999,9999,9999,4936.9,91.8,1.238,0.2215,-0.33,-0.0165,1.38,0.09,5.79,0.14,9999,9999,9999,9999,9999,9999,0.970177
KIC3228219,120.328308,10.885366,0.015681,0.188548,0.016461,0.009126,0.001206,0.269428,0.005211,78.532669,0.016971,0.150953,0.002846,0.162055,0.023357,0.709885,0.019159,4.107392,0.029431,0.118185,0.087292,4924,81.45,1.187,0.0275,-0.534,0.0085,1.09,0.07,5.48,0.12,83.952799,1.293029,0.054305,0.005366,9999,9999,0.989774
KIC3229705,238.62,17.36769,0.017409,0.402641,0.0141,0.002519,0.001473,0.350156,0.005751,87.200972,0.056426,0.154315,0.002958,0.236991,0.031897,0.685555,0.024114,5.227494,0.199523,0.347321,0.121799,4917.8,82.5,1.001,0.02,-0.019,-0.0195,1.38,0.09,4.35,0.11,56.749606,3.232785,9999,9999,4.171,0.89,1.041501
KIC3235687,103.499156,9.54898,0.01228,0.154148,0.014379,0.003572,0.001454,0.215782,0.005779,76.196638,0.026367,0.139155,0.005061,0.275944,0.045131,0.656298,0.026976,9999,9999,9999,9999,4888.5,91.05,1.207,0.1635,-0.317,0.01,1.34,0.09,6.51,0.15,9999,9999,9999,9999,12.511,2.74,1.00341
KIC3238303,128.422717,11.266628,0.007694,0.20296,0.008598,0.006059,0.000643,0.251233,0.004343,79.347093,0.014996,0.146508,0.002355,0.219827,0.017931,0.691598,0.017402,4.759306,0.03033,0.156144,0.071739,4901.7,89.95,1.154,0.0385,-0.222,-0.0045,1.06,0.05,5.3,0.09,70.03712,1.478855,0.057259,0.00395,12.907,1.8425,1.03814
KIC3240670,162.766589,12.276392,0.007265,0.22075,0.007826,0.005452,0.000576,0.263803,0.004811,90.807332,0.018195,0.153195,0.002341,0.254596,0.013357,0.443059,0.02147,9999,9999,9999,9999,4955.2,74.8,1.22,0.013,-0.118,0.0055,1.61,0.08,5.8,0.1,9999,9999,9999,9999,2.38,0.201,0.872077
KIC3245449,206.39,14.990067,0.010305,0.262183,0.009693,0.005556,0.000764,0.317425,0.005341,81.977478,0.044534,0.133173,0.002597,0.262793,0.031873,0.70197,0.023457,9999,9999,9999,9999,4819.6,109,1.45,0.86,0.146,-0.0025,1.47,0.07,4.9,0.09,9999,9999,9999,9999,9999,9999,3.165866
KIC3326775,229.96,18.136012,0.020586,0.357622,0.01382,0.008376,0.001677,0.410057,0.007035,90.985233,0.062067,0.191973,0.001343,0.277343,0.033044,0.699716,0.021357,3.978015,0.086263,0.086863,0.096982,5049.8,89.2,0.982,0.025,-0.512,-0.0055,1.08,0.08,3.91,0.1,49.121196,2.626183,0.046918,0.004103,9999,9999,1.049582
KIC3335660,136.86341,11.759266,0.009846,0.251987,0.010027,0.002851,0.000824,0.26594,0.005045,80.965535,0.012935,0.140677,0.002208,0.220313,0.014724,0.702027,0.015994,1.213352,0.035686,0.150303,0.07727,4941.6,88.55,1.12,0.014,-0.313,0.0035,1.16,0.07,5.36,0.11,35.463883,2.11383,0.052713,0.005838,17.56,0.9,1.153971
KIC3337102,111.160211,9.849903,0.008217,0.174079,0.010283,0.009936,0.000852,0.230645,0.00478,76.0314,0.020552,0.132204,0.002769,0.128033,0.031504,0.606123,0.018075,3.686339,0.040516,-0.04841,0.087599,4894.5,85.05,1.275,0.33,-0.123,-0.0035,1.4,0.09,6.44,0.15,51.013234,1.421858,0.054958,0.005604,9999,9999,0.992151
KIC3337536,112.754522,10.218184,0.010978,0.174097,0.011073,0.010987,0.000918,0.247156,0.005945,77.856239,0.024918,0.13788,0.003793,0.155505,0.035161,0.674042,0.02728,9999,9999,9999,9999,4847.7,90.75,1.252,0.179,-0.284,-0.0155,0.99,0.05,5.49,0.1,9999,9999,9999,9999,9999,9999,0.991664
KIC3337589,205.38,15.867952,0.017265,0.315424,0.014693,0.004284,0.001009,0.351602,0.005807,87.101866,0.0386,0.16882,0.002735,0.184621,0.026332,0.602069,0.028146,9999,9999,9999,9999,4875.3,84.6,1.228,0.7075,-0.084,-0.0345,1.33,0.09,4.6,0.12,9999,9999,9999,9999,9999,9999,2.756556
KIC3343630,88.887794,7.953397,0.019256,0.173185,0.026594,-0.001561,0.002104,0.171612,0.005914,72.979768,0.039171,0.133585,0.006574,0.239786,0.081149,0.644562,0.029237,2.796995,0.065905,0.072705,0.145897,4578.5,91.25,1.278,0.1675,0.232,-0.005,1.3,0.06,7.12,0.13,9999,9999,9999,9999,7.305,1.211,1.391063
KIC3344365,210.18,15.403318,0.018429,0.389811,0.016422,-0.003947,0.001271,0.292123,0.007164,83.666184,0.035306,0.156971,0.001973,0.198147,0.02438,0.652035,0.029358,3.45584,0.044098,0.14297,0.022824,5029.3,89.95,1.176,0.0965,-0.192,-0.015,1.64,0.1,5.03,0.11,59.284308,2.42081,0.05999,0.008214,9999,9999,0.955327
KIC3346725,137.211,11.426915,0.009568,0.226385,0.010317,0.006144,0.00087,0.243223,0.005042,79.124194,0.01317,0.134868,0.001989,0.250169,0.015062,0.68353,0.020786,5.911432,0.028456,0.099603,0.062133,4780.3,89.3,1.212,0.103,-0.06,0.0015,1.29,0.06,5.63,0.1,77.321212,1.41051,0.058643,0.007409,6.762,0.961,1.074794
KIC3347135,171.577992,13.927193,0.016943,0.250744,0.015132,0.005351,0.001215,0.306773,0.005613,83.78715,0.017247,0.163816,0.001637,0.260462,0.014142,0.635651,0.020784,4.014881,0.03778,0.165094,0.07952,4962.4,78.5,0.57,0.0435,-0.245,0.0115,1.26,0.08,4.92,0.11,70.542852,1.617442,0.058467,0.0055,9999,9999,13.010271
KIC3354827,207.51,15.965884,0.010441,0.338507,0.009068,0.002755,0.000758,0.329855,0.005611,87.915544,0.02995,0.15362,0.001655,0.251353,0.018124,0.685761,0.020931,3.184429,0.045461,0.232597,0.069811,4813.4,86.75,0.957,0.0235,0.022,-0.0155,1.35,0.09,4.62,0.11,84.862455,2.03261,0.05948,0.006373,9999,9999,0.980967
KIC3426673,178.312195,13.455328,0.006662,0.355712,0.006629,0.000356,0.000437,0.28027,0.004814,80.742648,0.024642,0.127191,0.001534,0.290711,0.021498,0.705986,0.017669,5.49955,0.052028,-0.048714,0.065001,4707.7,79.4,1.034,0.0325,0.304,0.0045,1.39,0.07,5.16,0.09,81.329506,1.791814,0.058487,0.004627,5.045,1.001,1.026443
KIC3427908,137.369678,11.532865,0.012836,0.269496,0.012863,0.001554,0.00112,0.247099,0.006228,79.276398,0.026077,0.149579,0.002338,0.214631,0.030344,0.662516,0.023741,2.783963,0.038341,0.05245,0.08636,4936.1,88.9,1.185,0.179,-0.364,0.01,1.45,0.09,5.86,0.14,74.799569,2.346803,0.062837,0.00784,9999,9999,1.053072
KIC3428530,194.021371,15.173846,0.008398,0.285615,0.00729,0.005722,0.000649,0.324976,0.004789,86.349704,0.02644,0.151809,0.002591,0.276089,0.017925,0.691256,0.021009,9999,9999,9999,9999,4751.3,80.15,0.975,0.027,0.253,0.0225,1.15,0.06,4.51,0.08,9999,9999,9999,9999,8.904,1.1415,1.00428
KIC3428577,138.339052,12.044299,0.015254,0.225254,0.014312,0.008133,0.001127,0.260294,0.006539,80.728564,0.023258,0.150477,0.002375,0.246148,0.026182,0.692331,0.021695,3.562037,0.035714,-0.099059,0.080956,4875,84.1,1.176,0.186,-0.063,-0.0245,1.2,0.08,5.35,0.12,84.773595,1.665444,0.063218,0.00656,9999,9999,1.047836
KIC3430007,116.905555,10.220582,0.018224,0.275656,0.020346,0.000361,0.001903,0.226248,0.005811,77.886731,0.025803,0.136109,0.003133,0.109503,0.037817,0.680819,0.023,3.758307,0.06973,0.075191,0.126627,4830.4,83.45,0.207,0.055,0.184,-0.0095,1.21,0.08,5.91,0.13,33.809194,2.8739,0.055502,0.006592,9999,9999,12.189886
KIC3430674,132.109464,11.227602,0.007943,0.277184,0.008087,0.003011,0.000698,0.246505,0.004846,80.246236,0.013028,0.132445,0.002521,0.229162,0.014893,0.67613,0.019383,6.87508,0.030621,-0.051907,0.073024,4713.2,89.75,1.153,0.037,0.032,-0.0195,1.23,0.08,5.61,0.13,80.390388,1.456236,0.069643,0.008467,9999,9999,1.000242
KIC3432802,145.72277,11.580243,0.010129,0.214229,0.011564,0.004151,0.0006,0.246317,0.005714,77.478293,0.016722,0.126643,0.00205,0.29025,0.018672,0.638128,0.018569,6.718088,0.044015,0.081034,0.065481,4865.3,82.75,1.225,0.1235,-0.004,0.0215,1.38,0.07,5.69,0.1,37.606977,2.206832,0.065165,0.008208,3.833,0.47,0.959129
KIC3433065,192.459182,15.403209,0.009782,0.251762,0.00761,0.00703,0.000622,0.343148,0.004778,86.313657,0.037641,0.172362,0.003055,0.182111,0.027738,0.610849,0.021131,9999,9999,9999,9999,5213.3,104.8,0.887,0.3575,-0.545,0.0015,1.22,0.07,4.56,0.1,9999,9999,9999,9999,9999,9999,11.327442
KIC3439096,108.749834,10.04036,0.011162,0.158837,0.012551,0.008269,0.001011,0.223878,0.005084,77.037162,0.0186,0.14287,0.00341,0.196275,0.028051,0.612507,0.018702,3.858037,0.039721,0.230967,0.106527,4842.3,85.6,1.246,0.238,-0.067,-0.006,1.19,0.08,6.02,0.14,49.236601,1.673176,0.077166,0.007386,9999,9999,1.016174
KIC3440304,173.875227,13.44259,0.047572,0.382204,0.046374,-0.003558,0.004495,0.286994,0.008879,81.246493,0.157837,0.145925,0.003851,0.389973,0.140862,0.642732,0.02797,3.016784,0.148907,-0.012148,0.151356,5308,169,1.335217,0.05955,-0.28,0.3,1.63,0.12,5.51,0.14,72.465573,3.968202,0.056976,0.008959,9999,9999,15.7629
KIC3441207,183.490562,14.245093,0.011597,0.296186,0.010752,0.003059,0.000694,0.30196,0.005456,83.415831,0.016538,0.142378,0.001374,0.245086,0.012942,0.667575,0.019815,3.41246,0.038894,0.045145,0.066424,4864.2,85.5,1.063,0.0175,0.049,-0.0095,1.23,0.06,4.76,0.09,75.233466,1.783422,0.059821,0.006245,9999,9999,1.016291
KIC3442818,86.44435,7.796653,0.01324,0.152972,0.019663,0.006613,0.001471,0.183557,0.005699,71.27839,0.027809,0.125952,0.008895,1.011907,0.058536,0.531069,0.027376,9999,9999,9999,9999,4639.7,81.45,1.808,1.6085,-0.106,0.012,1.38,0.07,7.41,0.14,9999,9999,9999,9999,5.431,0.86,4.112013
